Code,  ID,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated,fr0-0.2,fr0.2-0.4,fr0.4-0.6,fr0.6-0.8,fr0.8-1,fr1-1.5,fr1.5-2
353,RE19p,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.84,no,fine,17,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.09,0.44,0.09,0.53,0.790184135,0.13233701,0.036404822,0.015196825,0.007868666,0.008742309,0.003499155
354,RE19q,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.86,no,fine,37,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.18,0.67,0.2,1.03,0.5,0.27647263,0.101528804,0.045468535,0.02394615,0.026493205,0.010364171
355,RE19r,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.52,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.08,0.31,0.09,0.38,0.836489064,0.118262627,0.024978606,0.008909777,0.004130897,0.004060327,0.001406361
356,RE19s,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.78,yes,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.07,0.44,0.08,0.57,0.798021934,0.119817758,0.035689466,0.015783112,0.008533585,0.009969533,0.004235396
357,RE19t,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.78,yes,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.07,0.53,0.08,0.85,0.757982156,0.123367343,0.043522326,0.021415422,0.012499959,0.015932084,0.007479793
358,RE19u,Odum 1970,"El Verde, Puerto Rico",18.32,-65.82,375-459,Total,number,-999,0.49,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1566,4000,"non-tropical,",0.08,0.34,0.08,0.48,0.818431558,0.115259347,0.031117644,0.012962492,0.006717992,0.007483955,0.003008729
359,RE19v,Odum 1970,"Sarapiqui, Costa Rica",10.47,-84.02,16,Total,number,-999,0.62,yes,fine,0,evergreen,N,N,EBL forest / tropica,2,1426,3800,"non-tropical,",0.11,0.47,0.12,0.76,0.693144208,0.179056271,0.056529841,0.025015831,0.013397676,0.015375059,0.006361952
360,RE19w,Odum 1970,"Sarapiqui, Costa Rica",10.47,-84.02,16,Total,number,-999,0.73,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1426,3800,"non-tropical,",0.17,0.63,0.24,1.19,0.416952444,0.30203178,0.124593796,0.057935325,0.030909954,0.0343365,0.013385281
361,RE19x,Odum 1970,"Morne Bleu, Trinidad",10.72,-61.3,450,Total,number,-999,0.5,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1576,2400,"tropical, seas",0.03,0.28,0.03,0.42,0.892510155,0.05483947,0.018504716,0.009140456,0.005402922,0.007043478,0.003416565
362,RE19y,Odum 1970,"Pagayer Hills, Dominica",15.43,-61.33,500,Total,number,-999,0.59,no,fine,5,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.07,0.49,0.11,0.94,0.694341409,0.160339654,0.056510682,0.027184291,0.015506592,0.019150978,0.008635265
363,RE19z,Odum 1970,"Palmquist Ridge, Dominica",15.52,-61.35,240,Total,number,-999,0.46,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1654,3800,"non-tropical,",0.04,0.34,0.05,0.61,0.836416316,0.083976974,0.028673988,0.014091595,0.008267047,0.010650227,0.005082574
364,RE19z,Odum 1970,"Dleau Gommier, Dominica",15.42,-61.35,450,Total,number,-999,0.72,no,fine,27,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.13,0.54,0.14,0.82,0.644310081,0.20747997,0.066856766,0.029362495,0.015551629,0.01755525,0.007104761
365,RE19z,Odum 1970,"Dleau Gommier, Dominica",15.42,-61.35,-999,Total,number,-999,0.59,no,fine,0,evergreen,N,N,EBL forest / tropica,2,1654,6350,"non-tropical,",0.14,0.45,0.15,0.67,0.637833559,0.235376207,0.065410807,0.02557802,0.012423611,0.012712188,0.004581555
366,RF20a,Odum 1970,"Darien, Panama",8.45,-78.17,7,Total,number,-999,0.53,no,fine,0,evergreen,N,Y,EBL forest / tropica,2,1159,2160,"tropical, seas",0.27,0.5,0.43,0.97,0.058936877,0.375994664,0.334621097,0.13484112,0.050590177,0.034267967,0.00692727
367,RF20b,Odum 1970,"Belem, Brazil",-1.43,-48.48,7,Total,number,-999,0.28,no,fine,0,evergreen,N,Y,EBL forest / tropica,2,1304,2830,"tropical, seas",0.08,0.25,0.12,0.48,0.747433745,0.180621144,0.040219099,0.014251841,0.006523574,0.006292787,0.002124181
368,RF20c,Odum 1970,"Rio Negro, Manaus, Brazil",-2.58,-60.03,44,Total,number,-999,0.46,no,fine,0,evergreen,N,Y,EBL forest / tropica,2,1075,2100,"non-tropical,",0.1,0.4,0.17,0.79,0.577249553,0.260287595,0.080588821,0.033006486,0.016454017,0.017246757,0.006371897
369,RF20d,Odum 1970,"Georgetown, Guyana",6.78,-58.15,30,Total,number,-999,0.39,no,fine,0,evergreen,N,Y,EBL forest / tropica,2,1135,2400,"non-tropical,",0.01,0.28,0.02,0.54,0.886661125,0.048953889,0.01867093,0.009990461,0.006266428,0.008766244,0.004613975
370,RF20e,Odum 1970,"Cuevas Bay, Trinidad",10.77,-61.37,6,Total,number,-999,0.52,no,fine,15,evergreen,N,Y,EBL forest / tropica,2,1576,2100,"tropical, seas",0.13,0.46,0.21,0.89,0.475150697,0.312996219,0.10663095,0.043826892,0.021547788,0.022015038,0.007834243
371,RF20f,Odum 1970,Trinidad,10.6,-61.05,15,Total,number,-999,0.33,no,fine,4,evergreen,N,Y,EBL forest / tropica,2,1576,2000,"tropical, seas",0.02,0.13,0.02,0.14,0.970232805,0.019132653,0.004848368,0.00203446,0.001072184,0.001226943,0.000512181
372,RF20g,Odum 1970,Trinidad,10.6,-61.05,15,Total,number,-999,0.33,no,fine,4,evergreen,N,Y,EBL forest / tropica,2,1576,2000,"tropical, seas",0.09,0.18,0.09,0.34,0.967453366,0.030779141,0.001451289,0.000223022,5.70672E-05,2.96637E-05,4.55099E-06
373,RG05a,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,2.33,1.2,no,medium,0,-999,N,N,Grassland,10,1358,750,"tropical, seas",0.32,0.95,0.34,1.38,0.246886519,0.337689251,0.182844662,0.09054087,0.048185365,0.051550767,0.018742066
374,RG05b,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,5.34,1.2,no,medium,0,evergreen,N,N,Savanna,7,1358,750,"tropical, seas",0.14,0.89,0.17,1.48,0.5550584,0.20704686,0.085501145,0.044012242,0.026043719,0.033197689,0.015379676
375,RG05c,Okali et al. 1973,"Accra Plains, Ghana",5.7,-0.12,30,Total,mass,8.29,1.2,no,medium,0,evergreen,N,N,Savanna,7,1358,750,"tropical, seas",0.15,0.73,0.15,0.95,0.612754486,0.214258204,0.074255235,0.033983164,0.018495063,0.021483938,0.008971933
376,TG08,Old 1969,"Illinois, USA",40.17,-88.17,-999,Total,mass,1.81,1,no,-999,0,-999,N,N,Grassland,10,991,910,summer maximum,0.09,0.8,0.14,1.53,0.60805945,0.176529606,0.072564736,0.03814647,0.023100361,0.030428023,0.014706571
377,TC17a,Oolsthoorn 1991,The Netherlands,52.18,5.77,-999,2,mass,0.31,0.84,no,coarse,4,evergreen,Y,N,ENL plantation / tem,1,584,760,"non-tropical,",0.27,0.74,0.34,1.28,0.235308933,0.353966056,0.190016656,0.090657674,0.046582589,0.047783748,0.016526028
378,TC17b,Oolsthoorn 1991,The Netherlands,52.25,5.68,-999,2,mass,0.21,0.84,no,coarse,4,evergreen,Y,N,ENL plantation / tem,1,584,760,"non-tropical,",0.27,0.74,0.34,1.3,0.23776934,0.350495317,0.188508443,0.090670296,0.046944857,0.048592524,0.016986991
379,RG06a,Pandey & Singh 1992,"Uttar-Pradesh, India",24.18,83.02,~400,Total,mass,0.49,0.5,no,medium,0,drought-deciduous,Y,N,Savanna,7,1711,1145,"tropical, seas",0.07,0.41,0.1,0.79,0.728583974,0.149552494,0.049606258,0.023101236,0.012900646,0.015578796,0.006856136
380,RG06b,Pandey & Singh 1992,"Uttar-Pradesh, India",24.18,83.02,~400,Total,mass,0.98,0.5,no,medium,0,drought-deciduous,Y,N,Savanna,7,1711,1145,"tropical, seas",0.09,0.42,0.12,0.76,0.693144208,0.179056271,0.056529841,0.025015831,0.013397676,0.015375059,0.006361952
381,WC11a,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,fine,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.22,0.83,0.27,1.43,0.370499671,0.29640756,0.136922062,0.068145534,0.03794623,0.04393923,0.017861424
382,WC11b,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,fine,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.18,0.83,0.23,1.52,0.445734293,0.257522608,0.113581026,0.057912702,0.033425372,0.040833443,0.017819412
383,WC11c,Parker & Van Lear 1996,"South Carolina, USA",34.68,-82.82,-999,Total,number,-999,1,no,medium,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.26,0.86,0.33,1.52,0.275801955,0.315862309,0.168302069,0.086490975,0.048014153,0.054301249,0.021151081
384,RE24a,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,0.45,0.5,yes,medium,0.5,-999,Y,N,Pasture,10,850,3059,"non-tropical,",0.04,0.26,0.04,0.32,0.907115987,0.055928888,0.01580066,0.006977698,0.003800848,0.004505635,0.001956442
385,RE24b,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,1.47,0.5,no,medium,0.5,evergreen,Y,N,EBL forest / tropica,2,850,3059,"non-tropical,",0.07,0.32,0.07,0.43,0.845903863,0.098220284,0.026127928,0.010883294,0.005653081,0.006323363,0.002557377
386,RE24c,Pavlis & Jeník 2000,Colombia,-0.62,-72.45,-999,Total,mass,3.92,0.5,no,medium,0.5,evergreen,N,N,EBL forest / tropica,2,850,3059,"non-tropical,",0.16,0.45,0.24,0.85,0.395438254,0.371192437,0.127481331,0.048740526,0.022351293,0.020964932,0.006704312
387,D37,Pavón & Briones 2000,"Puebla, Mexico",18.33,-97.47,-999,Total,mass,0.97,1,no,medium,0,-999,N,N,open shrubland,9,1385,400,"tropical, seas",0.15,0.61,0.15,0.75,0.628621582,0.228844935,0.069174042,0.028678675,0.014524393,0.01556359,0.005919835
388,BF01,Persson 1982,Central Sweden,60.82,16.5,185,10,mass,0.68,0.68,no,coarse,8,evergreen,N,N,ENL forest / boreal,1,494,607,summer maximum,0.09,0.25,0.09,0.26,0.901698727,0.082628923,0.0105317,0.00282068,0.001069781,0.000844116,0.00022329
389,TC21,Persson et al. 1995,SW Sweden,56.55,13.22,100,1,mass,0.28,1.07,no,coarse,6.5,evergreen,Y,N,ENL plantation / tem,1,630,720,summer maximum,0.06,0.57,0.06,0.81,0.796093983,0.099220809,0.035862853,0.018150171,0.010854805,0.014274549,0.00696401
390,BF15a,Pietikäinen et al. 1999,Finland,61.8,24.32,152,Total,mass,0.69,0.98,no,coarse,5.4,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.05,0.5,0.05,0.7,0.824437568,0.086087265,0.030643556,0.015451846,0.009234106,0.012151964,0.005941558
391,BF15b,Pietikäinen et al. 1999,Finland,61.8,24.32,152,Total,mass,0.77,0.91,no,coarse,5,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.05,0.58,0.06,0.95,0.783034925,0.100087745,0.037772115,0.019650087,0.011989013,0.016135796,0.008082187
392,BF15c,Pietikäinen et al. 1999,Finland,61.8,24.32,152,Total,mass,0.9,0.88,no,coarse,4.6,evergreen,N,N,ENL forest / boreal,1,512,709,summer maximum,0.06,0.53,0.07,0.81,0.779445496,0.111064893,0.039284784,0.019490065,0.011467225,0.014774606,0.007032251
393,BF16,Plamboek et al. 1999,N Sweden,64.23,19.77,225,10,mass,0.24,0.57,no,medium,2,evergreen,N,N,ENL forest / boreal,1,392,571,summer maximum,0.09,0.45,0.11,0.76,0.713149097,0.164101596,0.052595083,0.02373761,0.012928401,0.015148455,0.006430055
394,TG32,Plewczynska-Kuras 1976,Poland,52.28,21.05,-999,Total,mass,0.81,0.35,no,coarse,0,-999,Y,N,Pasture,10,618,548,summer maximum,0.02,0.21,0.02,0.32,0.920216831,0.039911634,0.013583453,0.00678548,0.004051235,0.005351494,0.002638996
395,TS21,Popov 1979,S Turkmenistan,35.3,62.4,-999,Total,mass,3.2,3.2,no,medium,0,evergreen,N,N,Woodland,6,1375,289,winter maximum,0.05,1.32,0.05,1.32,0.776778141,0.089736005,0.036852428,0.020351948,0.012994512,0.018474373,0.009860247
396,TC26a,Puhe et al. 1986,S Sweden,57.43,12.25,120-180,2,mass,0.49,0.34,no,-999,7,evergreen,N,N,ENL forest / tempera,1,567,960,summer maximum,0.08,0.29,0.11,0.53,0.753894965,0.164254454,0.04179966,0.016284654,0.007989089,0.008330788,0.003087884
397,TC26b,Puhe et al. 1986,S Sweden,56.63,13.05,70,2,mass,0.4,0.36,no,-999,6,evergreen,N,N,ENL forest / tempera,1,589,1040,summer maximum,0.08,0.32,0.12,0.61,0.716068668,0.182393183,0.050096644,0.020235931,0.010154787,0.010837403,0.004121867
398,TC26c,Puhe et al. 1986,S Sweden,56.2,15.38,60,2,mass,0.38,0.35,no,-999,6,evergreen,N,N,ENL forest / tempera,1,604,610,summer maximum,0.08,0.3,0.12,0.58,0.722049987,0.182603705,0.048271005,0.019028148,0.00938539,0.009827038,0.003655072
399,WB08,Qiu et al. 1984,"Yunnan, China",24.55,101.03,2500,-999,unknown,-999,1.5,no,-999,-999,evergreen,N,N,EBL forest / tempera,2,848,1000,"tropical, seas",0.23,1.15,0.27,1.92,0.389252799,0.254101603,0.124912767,0.067951845,0.040886033,0.052057516,0.023668593
400,WB05,Qiu et al. 1992,"Zhejiang Province, China",30.02,120.25,100,Total,mass,3.21,1,no,-999,0,evergreen,N,N,EBL forest / tempera,2,741,1800,summer maximum,0.22,0.71,0.23,0.94,0.427437537,0.333424505,0.120505674,0.04995175,0.024481375,0.02477988,0.008685512
401,RE22a,Raich 1983,"La Selva, Costa Rica",10.43,-83.83,40-110,5,mass,0.91,0.51,no,fine,1,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.19,0.46,0.25,0.82,0.365138747,0.397109777,0.135285033,0.049477251,0.021810691,0.019536435,0.005901996
402,RE22b,Raich 1983,"La Selva, Costa Rica",10.43,-83.83,40-110,5,mass,0.51,0.51,no,fine,1,evergreen,N,N,EBL forest / tropica,2,1313,3800,"non-tropical,",0.11,0.41,0.12,0.66,0.707297566,0.181596564,0.052680946,0.022045499,0.01134393,0.012448488,0.004890833
403,RG40,Ramam 1970,N India,25.33,83,-999,Total,mass,0.7,0.5,no,fine,0,-999,Y,N,Pasture,10,1314,1040,"tropical, seas",0.03,0.27,0.03,0.39,0.898237855,0.053124364,0.017537597,0.008549737,0.005006544,0.006456566,0.003093407
404,RG30,Rao 1998,E Colombia,4.62,-71.32,150,Total,length,-999,0.8,no,fine,0,-999,N,N,Grassland,10,891,2200,"tropical, seas",0.13,0.67,0.18,1.24,0.540100378,0.231658521,0.090820501,0.044272848,0.025047156,0.030225488,0.013122536
405,TC05,Reynolds 1970,"Oxford, England",51.72,-1.25,-999,Total,mass,1.42,1.07,no,medium,0,evergreen,Y,N,ENL plantation / tem,1,730,650,"non-tropical,",0.51,0.86,0.51,0.95,0.011763457,0.228731723,0.442867901,0.210515971,0.06647158,0.033628355,0.004471371
406,D28a,Rickard & Vaughan 1988,"Washington, USA",46.53,-119.52,380,Total,mass,1.15,0.8,no,medium,0,-999,N,N,open shrubland,9,840,160,winter maximum,0.26,0.72,0.39,1.38,0.174213118,0.340530371,0.217048569,0.110321587,0.057592965,0.058755009,0.019849273
407,D28b,Rickard & Vaughan 1988,"Washington, USA",46.53,-119.52,-999,Total,mass,0.74,0.8,no,medium,0,-999,N,N,Grassland,10,840,160,winter maximum,0.06,0.36,0.06,0.43,0.858150252,0.086456291,0.024400185,0.010613122,0.005696325,0.006621117,0.002803555
408,TC20,Roberts 1976,"East Anglia, England",52.42,0.73,-999,Total,length,-999,1.83,no,coarse,11,evergreen,Y,N,ENL plantation / tem,1,608,570,"non-tropical,",0.09,0.9,0.09,1.13,0.716922811,0.133240918,0.050778535,0.02612733,0.015725116,0.02073322,0.01010297
409,D26,Rodin 1977,central Kazakhstan,47.08,61.15,78,Total,mass,2.75,2,no,-999,0,-999,N,N,open shrubland,9,990,120,"non-tropical,",0.22,0.8,0.22,0.83,0.447357548,0.342774373,0.112327157,0.043517219,0.020377242,0.019676155,0.006539745
410,AC08,Rosswall et al. 1975,N Sweden,68.37,19.05,351,Total,mass,-999,0.55,yes,organic,55,-999,N,N,Wooded grassland,7,339,300,summer maximum,0.06,0.29,0.06,0.34,0.885310092,0.076281058,0.018734436,0.007508745,0.003803799,0.004142917,0.001625768
411,RG35,Roupsard et al. 1999,Burkina Faso,11.43,-3.4,-999,Total,number,-999,7.5,no,medium,0,deciduous during wet,Y,N,Savanna,7,1981,924,"tropical, seas",3.41,6.74,3.41,6.74,4.75E-06,9.03E-05,0.000452917,0.001349138,0.003063697,0.022988816,0.062694834
412,WB07,Rui et al. 1999,"Sichuan, China",29.83,106.43,215,Total,mass,2.88,0.9,no,coarse,0,evergreen,N,N,EBL forest / tempera,2,533,1123,summer maximum,0.15,0.62,0.16,0.84,0.597780237,0.237979463,0.076933717,0.033026879,0.017097039,0.018731145,0.007298254
413,HW02,Saarinen 1995,S Finland,60.98,24.67,-999,Total,mass,2.15,2.3,no,organic,230,-999,N,Y,Grassland,10,535,619,summer maximum,0.1,0.32,0.1,0.32,0.85253848,0.118412809,0.018443074,0.005457472,0.002215261,0.001880085,0.000544289
414,TC06,Safford & Bell 1972,"Maine, USA",44.93,-68.65,-999,3,mass,0.7,0.45,no,medium,5,evergreen,N,N,ENL forest / tempera,1,611,1033,"non-tropical,",0.06,0.23,0.06,0.26,0.918159479,0.0601606,0.011958278,0.004242444,0.001971839,0.001950551,0.000682524
415,TD15,Safford 1974,"New Hampshire, USA",44.1,-71.15,300,3,mass,1.23,0.81,no,medium,5,winter-deciduous,N,N,DBL forest / tempera,4,702,1270,"non-tropical,",0.09,0.57,0.1,0.91,0.715900484,0.14804255,0.052046628,0.025190188,0.014465997,0.018035678,0.008233045
416,TS03a,Samoilova 1968,"Voronezh, Ukraine",51.72,39.25,-999,Total,mass,0.76,2,no,coarse,0,winter-deciduous,N,N,Woodland,6,662,480,summer maximum,0.17,0.52,0.17,0.53,0.603683727,0.297968732,0.06157936,0.018968336,0.007733387,0.006520408,0.001859383
417,TS03b,Samoilova 1968,"Voronezh, Ukraine",51.72,39.25,-999,Total,mass,1.79,1.97,no,coarse,0,winter-deciduous,N,N,Woodland,6,662,480,summer maximum,0.18,0.84,0.18,0.91,0.54771445,0.262421022,0.08899696,0.03850166,0.019905436,0.021675573,0.00835624
418,RE12a,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,6.09,0.76,no,medium,25.8,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.26,0.35,0.26,0.35,0.069212194,0.916959714,0.013575498,0.000237975,1.30E-05,1.57E-06,2.72E-08
419,RE12b,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,10.71,0.7,no,coarse,19.6,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.19,0.3,0.19,0.3,0.581918793,0.40991,0.007568038,0.000508707,7.20E-05,2.08E-05,1.39E-06
420,RE12c,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,6.02,0.75,no,coarse,24.6,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.26,0.39,0.26,0.39,0.129515155,0.82852936,0.039655881,0.002014344,0.00022882,5.35E-05,2.60E-06
421,RE12d,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,8.87,0.68,no,coarse,17.5,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.16,0.36,0.16,0.37,0.68648525,0.275030133,0.028941547,0.00604753,0.001896105,0.001213943,0.000245113
422,RE12e,Sanford 1989,S Venezuela,1.93,-67.05,-999,Total,mass,5.48,0.65,no,coarse,14.5,evergreen,N,N,EBL forest / tropica,2,949,3500,"non-tropical,",0.21,0.45,0.21,0.5,0.458694019,0.440386269,0.07335476,0.017001082,0.005582612,0.003718622,0.000786689
423,BF13,Saurina & Kamenetskaya 1969,"Vologda, Russia",59.2,38.5,-999,5,mass,0.98,2.4,no,coarse,2,evergreen,N,N,ENL forest / boreal,1,566,550,summer maximum,0.06,0.84,0.06,0.91,0.786464672,0.099920091,0.037293028,0.019263403,0.01169245,0.015642268,0.007781627
424,TC10a,Scherfose 1990,"Lower Saxony, Germany",53.13,9.78,70,2,mass,0.6,1,no,coarse,4.5,evergreen,Y,N,ENL plantation / tem,1,729,740,"non-tropical,",0.09,0.75,0.12,1.33,0.651419917,0.162206379,0.063991814,0.033081579,0.019862129,0.025985988,0.012498274
425,TC10b,Scherfose 1990,"Lower Saxony, Germany",52.6,10.03,40,2,mass,0.76,1,no,coarse,5,evergreen,Y,N,ENL plantation / tem,1,744,700,"non-tropical,",0.1,0.69,0.11,1.11,0.681677398,0.156453069,0.058547097,0.029354356,0.017262337,0.022081438,0.010364955
426,TC10c,Scherfose 1990,"Lower Saxony, Germany",53.13,9.78,85,2,mass,0.55,1,no,coarse,6,evergreen,Y,N,ENL plantation / tem,1,729,740,"non-tropical,",0.12,0.77,0.15,1.35,0.595202221,0.193042618,0.076787177,0.039034036,0.02298644,0.029243219,0.013559494
427,TC10d,Scherfose 1990,"Lower Saxony, Germany",52.83,10.28,78,2,mass,0.6,1,yes,organic,40,evergreen,Y,N,ENL plantation / tem,1,744,705,"non-tropical,",0.06,0.29,0.06,0.3,0.900486453,0.069357175,0.01556359,0.005919835,0.002890172,0.003020299,0.001128608
428,TC10e,Scherfose 1990,"Lower Saxony, Germany",52.41,10.13,68,2,mass,0.33,1,no,coarse,8,evergreen,Y,N,ENL plantation / tem,1,638,700,"non-tropical,",0.11,0.7,0.12,1.11,0.662869979,0.168242828,0.062690558,0.031103152,0.018108991,0.022858115,0.010551763
429,TC10f,Scherfose 1990,"Lower Saxony, Germany",53.07,10.57,55,2,mass,0.47,1,no,medium,6,evergreen,Y,N,ENL plantation / tem,1,702,600,"non-tropical,",0.11,0.79,0.15,1.45,0.592273202,0.188978867,0.076801184,0.039707215,0.023688123,0.030600101,0.014440457
430,TC10g,Scherfose 1990,"Lower Saxony, Germany",52.25,11.03,145,2,mass,0.35,1,no,coarse,5.5,evergreen,Y,N,ENL plantation / tem,1,608,630,"non-tropical,",0.1,0.73,0.12,1.23,0.656173387,0.164842461,0.063533227,0.032293686,0.019144515,0.024677583,0.011668669
431,TC10h,Scherfose 1990,"Lower Saxony, Germany",51.58,9.85,180,2,mass,0.32,1,yes,medium,0,evergreen,Y,N,ENL plantation / tem,1,637,610,"non-tropical,",0.21,0.8,0.25,1.32,0.402546045,0.294168954,0.128083393,0.06198267,0.034009883,0.038923413,0.01567634
432,RG07a,Scholes & Walker 1993,South Africa,-24.65,28.75,1100,-999,length,-999,1,no,coarse,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.3,0.86,0.36,1.48,0.227191502,0.327450435,0.188801604,0.097213685,0.052927131,0.057726652,0.021345975
433,RG07b,Scholes & Walker 1993,South Africa,-24.65,28.75,1100,-999,length,-999,1,no,coarse,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.2,0.81,0.24,1.35,0.422917655,0.281997688,0.12172775,0.059550674,0.033103415,0.038576412,0.015901196
434,D29,Schreiber et al. 1995,"Negev Desert, Israel",30.85,34.75,-999,Total,mass,-999,0.6,no,-999,0,-999,N,N,open shrubland,9,1600,100,winter maximum,0.11,0.46,0.12,0.73,0.696996513,0.179903456,0.055528998,0.02420545,0.012824037,0.014538877,0.005932029
435,RD10a,Schroth et al. 1996,Cote D'Ivoire,6.28,-5.22,200,1,mass,0.13,0.6,no,fine,-999,drought-deciduous,N,N,DBL forest / tropica,4,1497,1285,"tropical, seas",0.07,0.4,0.08,0.59,0.794172588,0.120470865,0.036519582,0.016326153,0.008895468,0.010483039,0.004498463
436,RD10b,Schroth et al. 1996,Cote D'Ivoire,6.28,-5.22,200,1,mass,0.06,0.6,no,fine,-999,-999,Y,N,Pasture,10,1497,1285,"tropical, seas",0.07,0.3,0.07,0.34,0.876083442,0.086489242,0.019487033,0.007364585,0.003571997,0.003700922,0.001367649
437,D12a,Schulze et al. 1996,"Patagonia, Argentina",-45.45,-69.83,700,Total,mass,0.33,3,no,coarse,0,-999,N,N,open shrubland,9,903,160,winter maximum,0.07,0.36,0.07,0.36,0.868480116,0.089788295,0.021156778,0.008206258,0.00405373,0.004286604,0.001622862
438,D12b,Schulze et al. 1996,"Patagonia, Argentina",-45.4,-70.3,540,Total,mass,0.77,3,no,fine,0,-999,N,N,open shrubland,9,903,125,winter maximum,0.19,1.84,0.19,1.84,0.516623442,0.207579618,0.092058725,0.049535068,0.030214667,0.039793932,0.019087547
439,SG09,Schulze et al. 1996,"Patagonia, Argentina",-44.88,-71.33,1160,Total,mass,2.14,2,no,medium,0,-999,N,N,Grassland,10,881,290,winter maximum,0.13,1.01,0.13,1.19,0.639422702,0.177347003,0.067531231,0.033765975,0.019728664,0.024960002,0.011535195
440,TD06a,Schulze et al. 1996,"Patagonia, Argentina",-44.83,-71.72,1080,Total,mass,7.65,2.03,no,medium,15,winter-deciduous,N,N,DBL forest / tempera,4,904,770,winter maximum,0.28,1.02,0.28,1.1,0.326498709,0.356489513,0.154556278,0.067891633,0.033871784,0.034400465,0.011961142
441,TD06b,Schulze et al. 1996,"Patagonia, Argentina",-44.85,-71.58,960,Total,mass,4.5,2.28,no,coarse,5,winter-deciduous,N,N,DBL forest / tempera,4,904,520,winter maximum,0.18,0.54,0.18,0.54,0.570129749,0.324611172,0.067089937,0.020144712,0.008032086,0.006599185,0.001820827
442,TD07,Scully 1942,"Wisconsin, USA",42.57,-88.48,<1030,Total,number,-999,0.91,no,medium,-999,winter-deciduous,N,N,DBL forest / tempera,4,865,800,summer maximum,0.09,0.51,0.1,0.65,0.748448058,0.15005529,0.045165087,0.019754001,0.010546073,0.012104301,0.005024191
443,TG27a,Shackleton et al. 1988,South Africa,-31.28,30,80,Total,mass,4.2,1,no,coarse,0,-999,N,N,Grassland,10,1230,1200,summer maximum,0.15,0.76,0.18,1.26,0.539772049,0.230217533,0.090789642,0.044480249,0.025261957,0.030622185,0.013364039
444,TG27b,Shackleton et al. 1988,South Africa,-31.28,30,300,Total,mass,3.46,0.75,no,fine,0,-999,N,N,Grassland,10,1230,1200,summer maximum,0.08,0.44,0.08,0.6,0.792325395,0.120760838,0.036913373,0.016587452,0.009071054,0.01073435,0.004628365
